City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto deseado,-47.7503,-65.8938,12.16,56,11,7.95,AR,1729483031
364,megion,61.0296,76.1136,2.01,98,100,4.42,RU,1729483291
365,flying fish cove,-10.4217,105.6791,25.82,88,100,5.66,CX,1729483250
366,langsa,4.4683,97.9683,33.34,54,15,1.07,ID,1729483293
367,alta,69.9689,23.2717,4.59,86,100,2.06,NO,1729483294
368,weno,7.4515,151.8468,25.97,100,100,3.6,FM,1729483296
369,chibougamau,49.9168,-74.3659,8.79,87,100,4.12,CA,1729483297
370,laguna,38.421,-121.4238,18.08,48,0,2.06,US,1729483298
371,cannonvale,-20.2833,148.7,25.66,66,0,4.19,AU,1729483299
372,queenstown,-31.8976,26.8753,9.36,96,100,5.14,ZA,1729483300
373,kenai,60.5544,-151.2583,2.05,69,0,0.0,US,1729483301
374,colonia,50.9333,6.95,18.36,84,100,4.63,DE,1729483302
375,blackwater,-23.5833,148.8833,32.08,35,28,2.45,AU,1729483303
376,rio branco,-9.9747,-67.81,26.34,83,0,1.03,BR,1729482649
377,buka,40.8108,69.1986,20.47,22,41,0.94,UZ,1729483306
378,santiago de cao,-7.9589,-79.2392,16.95,90,81,4.36,PE,1729483307
379,mazagao,-0.115,-51.2894,26.56,80,12,3.27,BR,1729483308
380,sinabang,2.4803,96.3801,30.08,63,9,0.53,ID,1729483309
381,domna,51.8971,113.1573,0.09,40,2,5.0,RU,1729483310
382,al kharijah,25.4514,30.5464,18.84,50,0,3.91,EG,1729483311
383,san antonio de pale,-1.4014,5.6325,24.54,81,100,4.03,GQ,1729483312
384,labytnangi,66.6572,66.4183,-0.13,94,73,3.11,RU,1729483313
385,lompoc,34.6391,-120.4579,15.07,54,0,1.54,US,1729483314
386,branesti,45.0333,25.4167,2.82,99,0,1.39,RO,1729483315
387,albina,5.5,-54.05,23.43,98,86,1.16,SR,1729483316
388,neiafu,-18.65,-173.9833,28.38,65,40,4.12,TO,1729483318
389,savannakhet,16.566,104.751,30.01,66,75,3.09,LA,1729483319
390,tolanaro,-25.0319,46.9987,24.04,88,40,8.23,MG,1729483320
391,shuangjiang,26.1547,109.7138,24.0,66,81,0.67,CN,1729483321
392,vilhena,-12.7406,-60.1458,22.63,76,100,2.03,BR,1729483219
393,urumqi,43.801,87.6005,7.53,49,0,2.0,CN,1729483323
394,macau,22.2006,113.5461,32.06,70,40,5.14,MO,1729483324
395,chernyshevsk,52.5243,117.0174,-0.84,67,100,6.64,RU,1729483325
396,kapa'a,22.0752,-159.319,25.82,80,20,4.94,US,1729483326
397,west bay,19.3667,-81.4167,29.04,74,20,6.17,KY,1729483327
398,port mathurin,-19.6833,63.4167,23.14,83,7,9.1,MU,1729483329
399,mawlamyinegyunn,16.3833,95.2667,23.94,98,100,4.86,MM,1729483331
400,xai-xai,-25.0519,33.6442,21.49,86,37,2.12,MZ,1729483332
401,coronel suarez,-37.4547,-61.9334,21.38,47,92,2.11,AR,1729483333
402,galesong,-5.3166,119.3661,31.15,61,100,6.44,ID,1729483334
403,marion,39.7684,-86.1555,13.19,74,0,0.0,US,1729483148
404,arno,60.1167,18.6333,11.87,77,100,8.03,SE,1729483336
405,kalmunai,7.4167,81.8167,28.86,72,96,1.31,LK,1729483162
406,carutapera,-1.195,-46.02,26.23,79,14,5.3,BR,1729483338
407,argo,37.6333,22.7333,13.25,76,18,2.78,GR,1729483340
408,fada n'gourma,12.0622,0.3578,26.3,62,84,3.32,BF,1729483342
409,staryye ozinki,51.1786,49.6769,6.33,65,100,5.79,RU,1729483343
410,nadym,65.5333,72.5167,0.18,91,100,7.52,RU,1729483344
411,bhimunipatnam,17.8833,83.4333,30.73,72,91,3.21,IN,1729483345
412,chegdomyn,51.1167,133.0167,2.23,82,100,3.14,RU,1729483346
413,tura,25.5198,90.2201,28.15,61,66,0.55,IN,1729483347
414,barra de santo antonio,-9.4047,-35.5072,24.29,77,6,5.18,BR,1729483281
415,okhotsk,59.3833,143.3,-8.36,62,0,8.78,RU,1729483350
416,guanica,17.9716,-66.908,27.77,67,56,4.14,PR,1729483351
417,brookings,44.3114,-96.7984,19.0,70,0,4.12,US,1729483296
418,bel ombre,-4.6167,55.4167,27.91,78,40,3.09,SC,1729483353
419,rumonge,-3.9736,29.4386,23.15,80,87,1.55,BI,1729483354
420,chokwe,-24.5333,32.9833,20.75,88,58,1.9,MZ,1729483355
421,boende,-0.2167,20.8667,22.24,99,100,0.86,CD,1729483356
422,katsuura,35.1333,140.3,19.85,67,80,7.71,JP,1729483357
423,missoula,47.0166,-113.8009,8.39,77,32,0.23,US,1729483358
424,pointe-noire,-4.7761,11.8635,25.04,88,75,3.6,CG,1729483359
425,la tuque,47.4334,-72.7824,12.14,76,76,1.54,CA,1729483361
426,lincoln,40.8,-96.667,20.07,34,31,2.24,US,1729483187
427,hasaki,35.7333,140.8333,19.03,62,95,5.76,JP,1729483363
428,mount gambier,-37.8333,140.7667,26.29,32,96,1.95,AU,1729483364
429,lima duarte,-21.8425,-43.7931,17.23,99,100,0.58,BR,1729483365
430,gulf shores,30.246,-87.7008,20.0,52,0,2.57,US,1729483366
431,kita,13.0349,-9.4895,24.32,78,58,1.19,ML,1729483332
432,starobil's'k,49.2783,38.9107,6.61,80,100,3.16,UA,1729483368
433,glasgow,55.8652,-4.2576,11.22,84,40,7.2,GB,1729483153
434,nehe,48.4833,124.8333,10.24,48,38,7.63,CN,1729483370
435,mugia,43.1041,-9.2179,18.16,87,61,11.94,ES,1729483371
436,bereznik,62.8551,42.7072,4.7,78,98,2.19,RU,1729483372
437,lihue,21.9789,-159.3672,25.41,80,19,5.1,US,1729483374
438,guaratuba,-25.8828,-48.5747,19.39,89,100,1.37,BR,1729483211
439,marshfield,44.6689,-90.1718,19.13,51,5,5.82,US,1729483288
440,bouar,5.934,15.596,18.89,97,97,1.91,CF,1729483377
441,sittwe,20.15,92.9,28.84,73,100,2.44,MM,1729483378
442,alliance,40.9153,-81.1059,14.12,67,0,3.0,US,1729483379
443,ondjiva,-17.0667,15.7333,20.02,24,2,1.54,AO,1729483380
444,loikaw,19.6742,97.2094,21.63,93,100,0.41,MM,1729483381
445,palikir - national government center,6.9248,158.1611,27.72,76,100,4.41,FM,1729483382
446,xinpu,34.5997,119.1594,14.85,74,100,0.52,CN,1729483383
447,chatel-guyon,45.9167,3.0667,10.18,87,0,4.63,FR,1729483384
448,palo alto,37.4419,-122.143,19.04,47,0,0.89,US,1729483386
449,zouerate,22.7187,-12.4521,27.85,18,5,2.42,MR,1729483387
450,leczyca,52.0596,19.1997,7.52,57,100,4.43,PL,1729483136
451,berdigestyakh,62.0989,126.6992,-12.52,85,65,1.67,RU,1729483389
452,taiynsha,53.8478,69.7639,4.56,71,91,3.57,KZ,1729483390
453,tukrah,32.5341,20.5791,21.27,60,1,3.19,LY,1729483391
454,hinton,53.4001,-117.5857,-0.86,97,100,4.51,CA,1729483392
455,belozersk,60.0326,37.7957,3.93,73,51,3.43,RU,1729483393
456,tual,-5.6667,132.75,28.12,74,68,6.29,ID,1729483363
457,corner brook,48.9667,-57.9484,9.39,87,93,3.05,CA,1729483274
458,misratah,32.3754,15.0925,23.16,71,51,4.58,LY,1729483396
459,chania,35.5122,24.0156,29.6,77,75,0.0,GR,1729483398
460,bikenibeu village,1.3673,173.1241,29.98,70,75,6.17,KI,1729483400
461,sola,-13.8833,167.55,25.51,64,100,6.06,VU,1729483401
462,totness,5.8833,-56.3167,27.54,80,76,3.71,SR,1729483402
463,usinsk,65.9939,57.5281,-0.99,89,37,2.43,RU,1729483403
464,boyolangu,-8.1181,111.8935,27.08,76,94,3.05,ID,1729483404
465,tenno,39.9,139.9667,16.24,50,26,4.46,JP,1729483405
466,charcas,23.1333,-101.1167,14.04,87,43,1.62,MX,1729483406
467,serro,-18.6047,-43.3794,19.06,99,100,0.8,BR,1729483271
468,tlacotalpan,18.6167,-95.6667,24.32,93,100,6.73,MX,1729483408
469,charlottetown,46.2352,-63.1267,13.29,72,75,4.63,CA,1729483123
470,serdar,38.9764,56.2757,13.91,60,100,5.39,TM,1729483411
471,shiraz,29.6036,52.5388,13.69,41,0,0.0,IR,1729483412
472,wacheng,33.7833,114.5167,11.91,61,100,1.39,CN,1729483413
473,el bolson,-41.9667,-71.5167,8.69,95,88,2.77,AR,1729483305
474,chirnside park,-37.7386,145.3143,27.66,51,32,1.54,AU,1729483415
475,eyl,7.9803,49.8164,27.01,77,95,5.75,SO,1729483416
476,paciran,-6.8767,112.3761,32.23,53,43,3.25,ID,1729483417
477,jutai,-5.1833,-68.9,23.72,97,100,0.63,BR,1729483418
478,kilju,40.9642,129.3278,14.27,62,100,4.35,KP,1729483419
479,roses,42.262,3.1769,16.73,79,24,0.89,ES,1729483421
480,sitka,57.0531,-135.33,1.73,58,0,2.42,US,1729483422
481,mussoorie,30.45,78.0833,16.54,47,0,0.84,IN,1729483205
482,santana do mundau,-9.1681,-36.2222,19.06,95,60,2.06,BR,1729483424
483,ocean shores,46.9737,-124.1563,12.2,96,75,3.6,US,1729483425
484,arar,30.9753,41.0381,13.01,21,0,0.0,SA,1729483426
485,as sulayyil,20.4607,45.5779,27.05,32,13,3.38,SA,1729483427
486,puerto santa,-8.9906,-78.6456,17.23,90,46,3.12,PE,1729483272
487,villa rica,33.7321,-84.9191,14.34,67,0,1.31,US,1729483430
488,toamasina,-18.1667,49.3833,22.0,100,75,1.54,MG,1729483432
489,calceta,-0.85,-80.1667,23.64,76,51,0.59,EC,1729483433
490,moravske budejovice,49.0521,15.8086,6.12,94,88,1.85,CZ,1729483434
491,howard springs,-12.497,131.047,35.55,54,23,2.98,AU,1729483435
492,yamada,39.4667,141.95,14.97,57,20,5.74,JP,1729483436
493,crucecita,-28.95,-58.9833,22.79,77,0,3.47,AR,1729483437
494,mil'kovo,55.6078,37.7956,6.86,74,4,2.15,RU,1729483438
495,hulan,45.9833,126.6,13.02,55,90,10.29,CN,1729483439
496,betioky,-23.7167,44.3833,26.37,54,8,1.86,MG,1729483441
497,hilo,19.7297,-155.09,25.05,84,40,0.0,US,1729483442
498,pacific grove,36.6177,-121.9166,14.68,77,66,0.45,US,1729483444
499,xinyu,27.8043,114.9334,20.75,70,98,1.97,CN,1729483445
500,itoigawa,37.0333,137.85,19.8,53,1,1.54,JP,1729483446
501,guelmim,28.987,-10.0574,16.19,100,0,2.06,MA,1729483447
502,constitucion,-35.3333,-72.4167,11.36,91,85,2.29,CL,1729483207
503,byron bay,-28.65,153.6167,22.55,60,14,7.04,AU,1729483449
504,lospalos,-8.5186,127.0025,31.72,44,8,5.33,TL,1729483450
505,ta'if,21.2703,40.4158,18.56,44,16,3.0,SA,1729483206
506,nuku'alofa,-21.1333,-175.2,25.19,83,40,6.17,TO,1729483452
507,bracebridge,45.0334,-79.3163,10.27,87,40,1.03,CA,1729483281
508,gunjur,13.2019,-16.7339,26.93,80,10,3.32,GM,1729483454
509,dromore,54.5167,-7.4667,8.19,91,76,3.77,GB,1729483456
510,floro,61.5996,5.0328,11.98,82,75,18.01,NO,1729483457
511,i-n-salah,27.1935,2.4607,19.29,38,22,5.37,DZ,1729483317
512,tanjung selor,2.8372,117.3642,31.07,64,94,1.32,ID,1729483461
513,tongchuanshi,35.0806,109.0897,11.24,67,100,2.02,CN,1729483462
514,taoudenni,22.6783,-3.9836,22.72,23,0,4.55,ML,1729483463
515,akropong,5.9746,-0.0854,20.92,97,86,1.54,GH,1729483465
516,priozersk,61.0393,30.1291,6.72,88,100,4.87,RU,1729483466
517,viqueque,-8.8673,126.3658,33.15,48,35,4.97,TL,1729483467
518,t'ongch'on-up,38.9539,127.8917,14.42,66,100,2.02,KP,1729483468
519,al muwayh,22.4333,41.7583,24.34,25,6,3.6,SA,1729483469
520,champerico,14.3,-91.9167,26.07,86,100,3.04,GT,1729483470
521,cill airne,52.05,-9.5167,8.53,94,56,2.99,IE,1729483471
522,bomdila,27.25,92.4,13.2,40,46,1.97,IN,1729483472
523,smithers,54.7804,-127.1743,1.18,86,75,2.57,CA,1729483473
524,northam,51.0333,-4.2167,12.56,89,100,7.2,GB,1729483475
525,gornozavodsk,58.3758,58.3211,2.28,84,35,3.58,RU,1729483477
526,cooma,-36.2333,149.1333,22.0,24,1,3.45,AU,1729483478
527,parnarama,-5.6817,-43.0933,25.81,63,41,0.94,BR,1729483479
528,gurghiu,46.7667,24.85,5.19,57,0,1.34,RO,1729483480
529,island harbour,50.724,-1.2758,14.45,68,100,0.89,GB,1729483483
530,santa sylvina,-27.8326,-61.1375,24.8,61,9,3.71,AR,1729483484
531,murray bridge,-35.1167,139.2667,29.73,21,95,5.71,AU,1729483485
532,las heras,-46.5419,-68.9359,12.96,50,46,9.78,AR,1729483486
533,cururupu,-1.8283,-44.8683,25.59,78,51,2.48,BR,1729483488
534,koscierzyna,54.1223,17.9812,9.91,67,100,4.53,PL,1729483489
535,novyy urgal,51.0736,132.5642,2.64,78,100,3.67,RU,1729483490
536,alofi,-19.0595,-169.9187,26.94,83,100,3.09,NU,1729483491
537,la sarre,48.8002,-79.1996,8.88,86,48,3.02,CA,1729483492
538,bathinda,30.2,74.95,29.78,29,0,2.92,IN,1729483320
539,taroa,8.7058,171.2275,27.95,79,95,6.87,MH,1729483494
540,gucheng chengguanzhen,32.266,111.6348,14.09,61,22,2.56,CN,1729483495
541,ciudad rio bravo,25.9833,-98.1,24.95,78,31,3.78,MX,1729483496
542,mossel bay,-34.1831,22.146,14.96,86,13,7.61,ZA,1729483497
543,terenozek,45.05,64.9833,12.95,50,10,8.21,KZ,1729483498
544,franklin,39.9667,-83.0166,13.75,68,0,1.54,US,1729483501
545,antofagasta,-23.65,-70.4,13.6,86,16,1.62,CL,1729483502
546,rawlins,41.7911,-107.2387,7.97,71,40,2.57,US,1729483503
547,labrador city,52.9463,-66.9114,5.95,87,40,31.29,CA,1729483504
548,aioun,16.6614,-9.6149,28.88,12,11,5.71,MR,1729483505
549,guixi,28.2886,117.2133,23.46,66,38,1.84,CN,1729483506
550,fayzabad,37.1166,70.58,20.77,19,0,2.01,AF,1729483507
